algorithm_name,size,solution,generations,time,conflicts
genetic,15,"[6, 0, 10, 8, 4, 2, 9, 5, 6, 8, 11, 7, 12, 7, 11]",1000,16.648070812225342,9
genetic2,15,"[13, 1, 14, 7, 14, 1, 5, 13, 6, 1, 12, 12, 0, 6, 6]",999,15.795631885528564,12
hill_climbing,15,"[2, 4, 13, 9, 5, 10, 3, 0, 12, 8, 1, 14, 6, 11, 9]",1050,0.0206754207611084,4
simulated_annealing,15,"[5, 14, 9, 7, 2, 2, 8, 10, 0, 3, 6, 11, 1, 12, 4]",1000,0.10434627532958984,1
genetic,15,"[3, 12, 14, 4, 1, 7, 0, 13, 9, 5, 9, 14, 6, 10, 4]",1000,16.70155930519104,8
genetic2,15,"[11, 14, 3, 13, 10, 9, 13, 10, 4, 6, 1, 2, 5, 5, 12]",999,15.839385747909546,8
hill_climbing,15,"[7, 5, 13, 9, 0, 2, 7, 1, 3, 14, 8, 10, 12, 4, 6]",1050,0.02067422866821289,2
simulated_annealing,15,"[6, 8, 3, 1, 12, 14, 9, 7, 4, 11, 0, 2, 5, 10, 13]",802,0.08428621292114258,0
genetic,15,"[4, 8, 11, 10, 12, 1, 1, 8, 13, 3, 0, 9, 11, 6, 13]",1000,16.695605278015137,7
genetic2,15,"[5, 9, 0, 3, 13, 4, 2, 12, 12, 7, 1, 3, 14, 1, 0]",999,15.903661012649536,9
hill_climbing,15,"[7, 10, 14, 3, 5, 8, 11, 2, 0, 6, 4, 1, 12, 9, 13]",1050,0.020519256591796875,2
simulated_annealing,15,"[9, 4, 1, 3, 7, 13, 10, 5, 0, 14, 12, 2, 8, 6, 11]",1000,0.10495424270629883,1
genetic,15,"[9, 4, 1, 11, 2, 6, 13, 0, 3, 5, 10, 7, 7, 5, 11]",1000,16.6472225189209,9
genetic2,15,"[10, 13, 2, 4, 8, 10, 12, 1, 3, 9, 12, 2, 5, 9, 11]",999,15.778166770935059,7
hill_climbing,15,"[5, 2, 8, 1, 12, 7, 9, 0, 14, 4, 14, 10, 6, 4, 0]",1050,0.020029067993164062,4
simulated_annealing,15,"[2, 5, 13, 11, 3, 8, 2, 14, 1, 7, 10, 0, 6, 4, 9]",1000,0.10436367988586426,1
genetic,15,"[6, 8, 6, 2, 9, 4, 11, 0, 5, 12, 1, 3, 12, 7, 14]",1000,16.69050884246826,7
genetic2,15,"[8, 2, 1, 14, 0, 0, 11, 2, 11, 12, 14, 4, 6, 13, 1]",999,15.822960615158081,10
hill_climbing,15,"[9, 6, 4, 13, 10, 8, 2, 14, 10, 1, 5, 12, 0, 6, 8]",1050,0.020354270935058594,4
simulated_annealing,15,"[9, 4, 12, 1, 11, 7, 5, 3, 0, 13, 10, 8, 6, 14, 2]",562,0.05886483192443848,0
genetic,15,"[10, 6, 9, 3, 0, 4, 7, 0, 14, 13, 2, 7, 4, 11, 13]",1000,16.700465202331543,9
genetic2,15,"[1, 4, 9, 4, 6, 11, 3, 5, 7, 9, 1, 0, 10, 6, 9]",999,15.848779201507568,11
hill_climbing,15,"[1, 10, 0, 3, 6, 12, 14, 2, 4, 13, 9, 8, 3, 5, 7]",1050,0.02039957046508789,2
simulated_annealing,15,"[9, 13, 5, 10, 1, 1, 4, 8, 14, 11, 2, 0, 7, 12, 4]",1000,0.10403800010681152,2
genetic,15,"[3, 12, 4, 13, 12, 14, 6, 1, 7, 0, 11, 6, 1, 1, 9]",1000,16.73626136779785,8
genetic2,15,"[4, 7, 10, 6, 1, 5, 3, 3, 6, 11, 13, 5, 13, 11, 2]",999,15.894831895828247,11
hill_climbing,15,"[9, 3, 13, 4, 7, 12, 10, 2, 14, 5, 8, 1, 11, 0, 6]",1050,0.020530223846435547,1
simulated_annealing,15,"[12, 2, 8, 1, 11, 13, 10, 0, 5, 11, 4, 14, 7, 9, 3]",1000,0.10497450828552246,1
genetic,15,"[12, 4, 1, 14, 5, 13, 11, 0, 0, 3, 9, 14, 1, 8, 6]",1000,16.74368691444397,8
genetic2,15,"[11, 9, 3, 5, 14, 7, 0, 10, 6, 9, 10, 8, 5, 3, 6]",999,15.848606586456299,10
hill_climbing,15,"[14, 6, 4, 1, 10, 13, 5, 8, 0, 12, 3, 11, 0, 7, 9]",1050,0.020445823669433594,2
simulated_annealing,15,"[6, 1, 9, 14, 8, 2, 4, 12, 10, 5, 13, 11, 3, 0, 7]",1000,0.10367631912231445,1
genetic,15,"[0, 5, 3, 6, 13, 11, 1, 4, 12, 11, 8, 5, 2, 7, 10]",1000,16.691897869110107,8
genetic2,15,"[12, 9, 11, 1, 2, 10, 4, 10, 12, 5, 4, 7, 11, 8, 14]",999,15.837740898132324,10
hill_climbing,15,"[2, 8, 3, 11, 14, 5, 12, 10, 4, 7, 0, 13, 9, 0, 1]",1050,0.02041459083557129,5
simulated_annealing,15,"[5, 13, 8, 10, 0, 2, 6, 1, 3, 11, 14, 12, 4, 4, 7]",1000,0.10538125038146973,1
genetic,15,"[2, 11, 9, 6, 12, 9, 4, 0, 5, 14, 10, 8, 13, 2, 6]",1000,16.66300320625305,5
genetic2,15,"[5, 11, 13, 7, 10, 1, 14, 4, 8, 3, 1, 3, 5, 11, 0]",999,15.974772214889526,9
hill_climbing,15,"[1, 7, 11, 11, 6, 4, 13, 10, 13, 2, 8, 5, 0, 10, 14]",1050,0.020080089569091797,3
simulated_annealing,15,"[4, 10, 5, 9, 12, 1, 7, 14, 2, 0, 8, 6, 11, 13, 3]",1000,0.10461664199829102,1
genetic,15,"[3, 6, 0, 12, 12, 9, 10, 14, 2, 4, 13, 13, 2, 14, 6]",1000,16.87050437927246,9
genetic2,15,"[4, 14, 4, 9, 11, 4, 2, 12, 6, 3, 0, 5, 8, 1, 14]",999,15.926761865615845,9
hill_climbing,15,"[9, 5, 13, 4, 1, 8, 14, 0, 3, 7, 2, 7, 12, 6, 0]",1050,0.020480632781982422,4
simulated_annealing,15,"[11, 0, 4, 9, 14, 8, 1, 3, 1, 13, 7, 5, 12, 2, 6]",1000,0.1049346923828125,1
genetic,15,"[5, 0, 5, 1, 6, 7, 13, 2, 14, 3, 7, 11, 12, 10, 13]",1000,16.69356894493103,9
genetic2,15,"[8, 14, 13, 1, 3, 5, 13, 4, 1, 10, 11, 7, 12, 5, 14]",999,15.872434139251709,11
hill_climbing,15,"[8, 14, 9, 0, 13, 5, 12, 6, 1, 3, 13, 7, 2, 8, 10]",1050,0.0206146240234375,4
simulated_annealing,15,"[5, 0, 10, 6, 4, 1, 12, 8, 11, 13, 7, 3, 14, 7, 2]",1000,0.10571861267089844,2
genetic,15,"[1, 14, 2, 3, 7, 0, 10, 12, 14, 8, 2, 13, 5, 12, 6]",1000,16.740675449371338,7
genetic2,15,"[2, 10, 5, 5, 2, 13, 6, 11, 8, 8, 3, 12, 1, 3, 6]",999,15.830174684524536,10
hill_climbing,15,"[4, 12, 13, 3, 1, 14, 2, 5, 8, 11, 0, 6, 6, 9, 7]",1050,0.02099609375,4
simulated_annealing,15,"[9, 2, 5, 1, 6, 13, 11, 4, 7, 10, 6, 3, 12, 0, 8]",1000,0.10422039031982422,2
genetic,15,"[7, 0, 9, 13, 1, 5, 12, 9, 5, 10, 2, 14, 2, 8, 1]",1000,16.70007038116455,7
genetic2,15,"[14, 0, 8, 9, 7, 1, 14, 2, 13, 11, 5, 4, 9, 11, 0]",999,15.85142993927002,10
